Product ID,Features,Mutation Operator,Mutation Element,Mutant ID,Is Mutant Valid?,Is Fault Detected?
7,P07: <s- c>,Event Inserter,change/!f-coffee/co,coffee/co-close/!f,54,true,true
7,P07: <s- c>,Event Inserter,open/!f-coffee/co,coffee/co-soda/s,55,true,true
7,P07: <s- c>,Event Inserter,open/!f-coffee/co,coffee/co-serveSoda/s,56,true,true
7,P07: <s- c>,Event Inserter,open/!f-coffee/co,coffee/co-pay/!f,57,true,true
7,P07: <s- c>,Event Inserter,open/!f-coffee/co,coffee/co-cancel/c,58,true,true
7,P07: <s- c>,Event Inserter,open/!f-coffee/co,coffee/co-return/c,59,true,true
7,P07: <s- c>,Event Inserter,open/!f-coffee/co,coffee/co-change/!f,60,true,true
7,P07: <s- c>,Event Inserter,open/!f-coffee/co,coffee/co-open/!f,61,true,true
7,P07: <s- c>,Event Inserter,open/!f-coffee/co,coffee/co-take/!f,62,true,true
7,P07: <s- c>,Event Inserter,open/!f-coffee/co,coffee/co-close/!f,63,true,true
7,P07: <s- c>,Event Inserter,take/!f-coffee/co,coffee/co-soda/s,64,true,true
7,P07: <s- c>,Event Inserter,take/!f-coffee/co,coffee/co-serveSoda/s,65,true,true
7,P07: <s- c>,Event Inserter,take/!f-coffee/co,coffee/co-pay/!f,66,true,true
7,P07: <s- c>,Event Inserter,take/!f-coffee/co,coffee/co-cancel/c,67,true,true
7,P07: <s- c>,Event Inserter,take/!f-coffee/co,coffee/co-return/c,68,true,true
7,P07: <s- c>,Event Inserter,take/!f-coffee/co,coffee/co-change/!f,69,true,true
7,P07: <s- c>,Event Inserter,take/!f-coffee/co,coffee/co-open/!f,70,true,true
7,P07: <s- c>,Event Inserter,take/!f-coffee/co,coffee/co-take/!f,71,true,true
7,P07: <s- c>,Event Inserter,take/!f-coffee/co,coffee/co-close/!f,72,true,true
7,P07: <s- c>,Event Inserter,close/!f-coffee/co,coffee/co-soda/s,73,true,true
7,P07: <s- c>,Event Inserter,close/!f-coffee/co,coffee/co-serveSoda/s,74,true,true
7,P07: <s- c>,Event Inserter,close/!f-coffee/co,coffee/co-pay/!f,75,true,true
7,P07: <s- c>,Event Inserter,close/!f-coffee/co,coffee/co-cancel/c,76,true,true
7,P07: <s- c>,Event Inserter,close/!f-coffee/co,coffee/co-return/c,77,true,true
7,P07: <s- c>,Event Inserter,close/!f-coffee/co,coffee/co-change/!f,78,true,true
7,P07: <s- c>,Event Inserter,close/!f-coffee/co,coffee/co-open/!f,79,true,true
7,P07: <s- c>,Event Inserter,close/!f-coffee/co,coffee/co-take/!f,80,true,true
7,P07: <s- c>,Event Inserter,close/!f-coffee/co,coffee/co-close/!f,81,true,true
8,P08: <s- f- c>,Event Inserter,soda/s-coffee/co,coffee/co-soda/s,1,true,true
8,P08: <s- f- c>,Event Inserter,soda/s-coffee/co,coffee/co-serveSoda/s,2,true,true
8,P08: <s- f- c>,Event Inserter,soda/s-coffee/co,coffee/co-cancel/c,3,true,true
8,P08: <s- f- c>,Event Inserter,soda/s-coffee/co,coffee/co-return/c,4,true,true
8,P08: <s- f- c>,Event Inserter,soda/s-coffee/co,coffee/co-free/f,5,true,true
8,P08: <s- f- c>,Event Inserter,soda/s-coffee/co,coffee/co-take/f,6,true,true
8,P08: <s- f- c>,Event Inserter,serveSoda/s-coffee/co,coffee/co-soda/s,7,true,true
8,P08: <s- f- c>,Event Inserter,serveSoda/s-coffee/co,coffee/co-serveSoda/s,8,true,true
8,P08: <s- f- c>,Event Inserter,serveSoda/s-coffee/co,coffee/co-cancel/c,9,true,true
8,P08: <s- f- c>,Event Inserter,serveSoda/s-coffee/co,coffee/co-return/c,10,true,true
8,P08: <s- f- c>,Event Inserter,serveSoda/s-coffee/co,coffee/co-free/f,11,true,true
8,P08: <s- f- c>,Event Inserter,serveSoda/s-coffee/co,coffee/co-take/f,12,true,true
8,P08: <s- f- c>,Event Inserter,cancel/c-coffee/co,coffee/co-soda/s,13,true,true
8,P08: <s- f- c>,Event Inserter,cancel/c-coffee/co,coffee/co-serveSoda/s,14,true,true
8,P08: <s- f- c>,Event Inserter,cancel/c-coffee/co,coffee/co-cancel/c,15,true,true
8,P08: <s- f- c>,Event Inserter,cancel/c-coffee/co,coffee/co-return/c,16,true,true
8,P08: <s- f- c>,Event Inserter,cancel/c-coffee/co,coffee/co-free/f,17,true,true
8,P08: <s- f- c>,Event Inserter,cancel/c-coffee/co,coffee/co-take/f,18,true,true
8,P08: <s- f- c>,Event Inserter,return/c-coffee/co,coffee/co-soda/s,19,true,true
8,P08: <s- f- c>,Event Inserter,return/c-coffee/co,coffee/co-serveSoda/s,20,true,true
8,P08: <s- f- c>,Event Inserter,return/c-coffee/co,coffee/co-cancel/c,21,true,true
8,P08: <s- f- c>,Event Inserter,return/c-coffee/co,coffee/co-return/c,22,true,true
8,P08: <s- f- c>,Event Inserter,return/c-coffee/co,coffee/co-free/f,23,true,true
8,P08: <s- f- c>,Event Inserter,return/c-coffee/co,coffee/co-take/f,24,true,true
8,P08: <s- f- c>,Event Inserter,free/f-coffee/co,coffee/co-soda/s,25,true,true
8,P08: <s- f- c>,Event Inserter,free/f-coffee/co,coffee/co-serveSoda/s,26,true,true
8,P08: <s- f- c>,Event Inserter,free/f-coffee/co,coffee/co-cancel/c,27,true,true
8,P08: <s- f- c>,Event Inserter,free/f-coffee/co,coffee/co-return/c,28,true,true
8,P08: <s- f- c>,Event Inserter,free/f-coffee/co,coffee/co-free/f,29,true,true
8,P08: <s- f- c>,Event Inserter,free/f-coffee/co,coffee/co-take/f,30,true,true
8,P08: <s- f- c>,Event Inserter,take/f-coffee/co,coffee/co-soda/s,31,true,true
8,P08: <s- f- c>,Event Inserter,take/f-coffee/co,coffee/co-serveSoda/s,32,true,true
8,P08: <s- f- c>,Event Inserter,take/f-coffee/co,coffee/co-cancel/c,33,true,true
8,P08: <s- f- c>,Event Inserter,take/f-coffee/co,coffee/co-return/c,34,true,true
8,P08: <s- f- c>,Event Inserter,take/f-coffee/co,coffee/co-free/f,35,true,true
8,P08: <s- f- c>,Event Inserter,take/f-coffee/co,coffee/co-take/f,36,true,true
9,P09: <s- c- t>,Event Inserter,soda/s-coffee/co,coffee/co-soda/s,1,true,true
9,P09: <s- c- t>,Event Inserter,soda/s-coffee/co,coffee/co-serveSoda/s,2,true,true
9,P09: <s- c- t>,Event Inserter,soda/s-coffee/co,coffee/co-pay/!f,3,true,true
9,P09: <s- c- t>,Event Inserter,soda/s-coffee/co,coffee/co-cancel/c,4,true,true
9,P09: <s- c- t>,Event Inserter,soda/s-coffee/co,coffee/co-return/c,5,true,true
9,P09: <s- c- t>,Event Inserter,soda/s-coffee/co,coffee/co-serveTea/t,6,true,true
9,P09: <s- c- t>,Event Inserter,soda/s-coffee/co,coffee/co-change/!f,7,true,true
9,P09: <s- c- t>,Event Inserter,soda/s-coffee/co,coffee/co-tea/t,8,true,true
9,P09: <s- c- t>,Event Inserter,soda/s-coffee/co,coffee/co-open/!f,9,true,true
9,P09: <s- c- t>,Event Inserter,soda/s-coffee/co,coffee/co-take/!f,10,true,true
9,P09: <s- c- t>,Event Inserter,soda/s-coffee/co,coffee/co-close/!f,11,true,true
9,P09: <s- c- t>,Event Inserter,serveSoda/s-coffee/co,coffee/co-soda/s,12,true,true
9,P09: <s- c- t>,Event Inserter,serveSoda/s-coffee/co,coffee/co-serveSoda/s,13,true,true
9,P09: <s- c- t>,Event Inserter,serveSoda/s-coffee/co,coffee/co-pay/!f,14,true,true
9,P09: <s- c- t>,Event Inserter,serveSoda/s-coffee/co,coffee/co-cancel/c,15,true,true
9,P09: <s- c- t>,Event Inserter,serveSoda/s-coffee/co,coffee/co-return/c,16,true,true
9,P09: <s- c- t>,Event Inserter,serveSoda/s-coffee/co,coffee/co-serveTea/t,17,true,true
9,P09: <s- c- t>,Event Inserter,serveSoda/s-coffee/co,coffee/co-change/!f,18,true,true
9,P09: <s- c- t>,Event Inserter,serveSoda/s-coffee/co,coffee/co-tea/t,19,true,true
9,P09: <s- c- t>,Event Inserter,serveSoda/s-coffee/co,coffee/co-open/!f,20,true,true
9,P09: <s- c- t>,Event Inserter,serveSoda/s-coffee/co,coffee/co-take/!f,21,true,true
9,P09: <s- c- t>,Event Inserter,serveSoda/s-coffee/co,coffee/co-close/!f,22,true,true
9,P09: <s- c- t>,Event Inserter,pay/!f-coffee/co,coffee/co-soda/s,23,true,true
9,P09: <s- c- t>,Event Inserter,pay/!f-coffee/co,coffee/co-serveSoda/s,24,true,true
9,P09: <s- c- t>,Event Inserter,pay/!f-coffee/co,coffee/co-pay/!f,25,true,true
9,P09: <s- c- t>,Event Inserter,pay/!f-coffee/co,coffee/co-cancel/c,26,true,true
9,P09: <s- c- t>,Event Inserter,pay/!f-coffee/co,coffee/co-return/c,27,true,true
9,P09: <s- c- t>,Event Inserter,pay/!f-coffee/co,coffee/co-serveTea/t,28,true,true
9,P09: <s- c- t>,Event Inserter,pay/!f-coffee/co,coffee/co-change/!f,29,true,true
9,P09: <s- c- t>,Event Inserter,pay/!f-coffee/co,coffee/co-tea/t,30,true,true
9,P09: <s- c- t>,Event Inserter,pay/!f-coffee/co,coffee/co-open/!f,31,true,true
9,P09: <s- c- t>,Event Inserter,pay/!f-coffee/co,coffee/co-take/!f,32,true,true
9,P09: <s- c- t>,Event Inserter,pay/!f-coffee/co,coffee/co-close/!f,33,true,true
9,P09: <s- c- t>,Event Inserter,cancel/c-coffee/co,coffee/co-soda/s,34,true,true
9,P09: <s- c- t>,Event Inserter,cancel/c-coffee/co,coffee/co-serveSoda/s,35,true,true
9,P09: <s- c- t>,Event Inserter,cancel/c-coffee/co,coffee/co-pay/!f,36,true,true
9,P09: <s- c- t>,Event Inserter,cancel/c-coffee/co,coffee/co-cancel/c,37,true,true
9,P09: <s- c- t>,Event Inserter,cancel/c-coffee/co,coffee/co-return/c,38,true,true
9,P09: <s- c- t>,Event Inserter,cancel/c-coffee/co,coffee/co-serveTea/t,39,true,true
9,P09: <s- c- t>,Event Inserter,cancel/c-coffee/co,coffee/co-change/!f,40,true,true
9,P09: <s- c- t>,Event Inserter,cancel/c-coffee/co,coffee/co-tea/t,41,true,true
9,P09: <s- c- t>,Event Inserter,cancel/c-coffee/co,coffee/co-open/!f,42,true,true
9,P09: <s- c- t>,Event Inserter,cancel/c-coffee/co,coffee/co-take/!f,43,true,true
9,P09: <s- c- t>,Event Inserter,cancel/c-coffee/co,coffee/co-close/!f,44,true,true
9,P09: <s- c- t>,Event Inserter,return/c-coffee/co,coffee/co-soda/s,45,true,true
9,P09: <s- c- t>,Event Inserter,return/c-coffee/co,coffee/co-serveSoda/s,46,true,true
9,P09: <s- c- t>,Event Inserter,return/c-coffee/co,coffee/co-pay/!f,47,true,true
9,P09: <s- c- t>,Event Inserter,return/c-coffee/co,coffee/co-cancel/c,48,true,true
9,P09: <s- c- t>,Event Inserter,return/c-coffee/co,coffee/co-return/c,49,true,true
9,P09: <s- c- t>,Event Inserter,return/c-coffee/co,coffee/co-serveTea/t,50,true,true
9,P09: <s- c- t>,Event Inserter,return/c-coffee/co,coffee/co-change/!f,51,true,true
9,P09: <s- c- t>,Event Inserter,return/c-coffee/co,coffee/co-tea/t,52,true,true
9,P09: <s- c- t>,Event Inserter,return/c-coffee/co,coffee/co-open/!f,53,true,true
9,P09: <s- c- t>,Event Inserter,return/c-coffee/co,coffee/co-take/!f,54,true,true
9,P09: <s- c- t>,Event Inserter,return/c-coffee/co,coffee/co-close/!f,55,true,true
9,P09: <s- c- t>,Event Inserter,serveTea/t-coffee/co,coffee/co-soda/s,56,true,true
9,P09: <s- c- t>,Event Inserter,serveTea/t-coffee/co,coffee/co-serveSoda/s,57,true,true
9,P09: <s- c- t>,Event Inserter,serveTea/t-coffee/co,coffee/co-pay/!f,58,true,true
9,P09: <s- c- t>,Event Inserter,serveTea/t-coffee/co,coffee/co-cancel/c,59,true,true
9,P09: <s- c- t>,Event Inserter,serveTea/t-coffee/co,coffee/co-return/c,60,true,true
9,P09: <s- c- t>,Event Inserter,serveTea/t-coffee/co,coffee/co-serveTea/t,61,true,true
9,P09: <s- c- t>,Event Inserter,serveTea/t-coffee/co,coffee/co-change/!f,62,true,true
9,P09: <s- c- t>,Event Inserter,serveTea/t-coffee/co,coffee/co-tea/t,63,true,true
9,P09: <s- c- t>,Event Inserter,serveTea/t-coffee/co,coffee/co-open/!f,64,true,true
9,P09: <s- c- t>,Event Inserter,serveTea/t-coffee/co,coffee/co-take/!f,65,true,true
9,P09: <s- c- t>,Event Inserter,serveTea/t-coffee/co,coffee/co-close/!f,66,true,true
9,P09: <s- c- t>,Event Inserter,change/!f-coffee/co,coffee/co-soda/s,67,true,true
9,P09: <s- c- t>,Event Inserter,change/!f-coffee/co,coffee/co-serveSoda/s,68,true,true
9,P09: <s- c- t>,Event Inserter,change/!f-coffee/co,coffee/co-pay/!f,69,true,true
9,P09: <s- c- t>,Event Inserter,change/!f-coffee/co,coffee/co-cancel/c,70,true,true
9,P09: <s- c- t>,Event Inserter,change/!f-coffee/co,coffee/co-return/c,71,true,true
9,P09: <s- c- t>,Event Inserter,change/!f-coffee/co,coffee/co-serveTea/t,72,true,true
9,P09: <s- c- t>,Event Inserter,change/!f-coffee/co,coffee/co-change/!f,73,true,true
9,P09: <s- c- t>,Event Inserter,change/!f-coffee/co,coffee/co-tea/t,74,true,true
9,P09: <s- c- t>,Event Inserter,change/!f-coffee/co,coffee/co-open/!f,75,true,true
9,P09: <s- c- t>,Event Inserter,change/!f-coffee/co,coffee/co-take/!f,76,true,true
9,P09: <s- c- t>,Event Inserter,change/!f-coffee/co,coffee/co-close/!f,77,true,true
9,P09: <s- c- t>,Event Inserter,tea/t-coffee/co,coffee/co-soda/s,78,true,true
9,P09: <s- c- t>,Event Inserter,tea/t-coffee/co,coffee/co-serveSoda/s,79,true,true
9,P09: <s- c- t>,Event Inserter,tea/t-coffee/co,coffee/co-pay/!f,80,true,true
9,P09: <s- c- t>,Event Inserter,tea/t-coffee/co,coffee/co-cancel/c,81,true,true
9,P09: <s- c- t>,Event Inserter,tea/t-coffee/co,coffee/co-return/c,82,true,true
9,P09: <s- c- t>,Event Inserter,tea/t-coffee/co,coffee/co-serveTea/t,83,true,true
9,P09: <s- c- t>,Event Inserter,tea/t-coffee/co,coffee/co-change/!f,84,true,true
9,P09: <s- c- t>,Event Inserter,tea/t-coffee/co,coffee/co-tea/t,85,true,true
9,P09: <s- c- t>,Event Inserter,tea/t-coffee/co,coffee/co-open/!f,86,true,true
9,P09: <s- c- t>,Event Inserter,tea/t-coffee/co,coffee/co-take/!f,87,true,true
9,P09: <s- c- t>,Event Inserter,tea/t-coffee/co,coffee/co-close/!f,88,true,true
9,P09: <s- c- t>,Event Inserter,open/!f-coffee/co,coffee/co-soda/s,89,true,true
9,P09: <s- c- t>,Event Inserter,open/!f-coffee/co,coffee/co-serveSoda/s,90,true,true
9,P09: <s- c- t>,Event Inserter,open/!f-coffee/co,coffee/co-pay/!f,91,true,true
9,P09: <s- c- t>,Event Inserter,open/!f-coffee/co,coffee/co-cancel/c,92,true,true
9,P09: <s- c- t>,Event Inserter,open/!f-coffee/co,coffee/co-return/c,93,true,true
9,P09: <s- c- t>,Event Inserter,open/!f-coffee/co,coffee/co-serveTea/t,94,true,true
9,P09: <s- c- t>,Event Inserter,open/!f-coffee/co,coffee/co-change/!f,95,true,true
9,P09: <s- c- t>,Event Inserter,open/!f-coffee/co,coffee/co-tea/t,96,true,true
9,P09: <s- c- t>,Event Inserter,open/!f-coffee/co,coffee/co-open/!f,97,true,true
9,P09: <s- c- t>,Event Inserter,open/!f-coffee/co,coffee/co-take/!f,98,true,true
9,P09: <s- c- t>,Event Inserter,open/!f-coffee/co,coffee/co-close/!f,99,true,true
9,P09: <s- c- t>,Event Inserter,take/!f-coffee/co,coffee/co-soda/s,100,true,true
9,P09: <s- c- t>,Event Inserter,take/!f-coffee/co,coffee/co-serveSoda/s,101,true,true
9,P09: <s- c- t>,Event Inserter,take/!f-coffee/co,coffee/co-pay/!f,102,true,true
9,P09: <s- c- t>,Event Inserter,take/!f-coffee/co,coffee/co-cancel/c,103,true,true
9,P09: <s- c- t>,Event Inserter,take/!f-coffee/co,coffee/co-return/c,104,true,true
9,P09: <s- c- t>,Event Inserter,take/!f-coffee/co,coffee/co-serveTea/t,105,true,true
9,P09: <s- c- t>,Event Inserter,take/!f-coffee/co,coffee/co-change/!f,106,true,true
9,P09: <s- c- t>,Event Inserter,take/!f-coffee/co,coffee/co-tea/t,107,true,true
9,P09: <s- c- t>,Event Inserter,take/!f-coffee/co,coffee/co-open/!f,108,true,true
9,P09: <s- c- t>,Event Inserter,take/!f-coffee/co,coffee/co-take/!f,109,true,true
9,P09: <s- c- t>,Event Inserter,take/!f-coffee/co,coffee/co-close/!f,110,true,true
9,P09: <s- c- t>,Event Inserter,close/!f-coffee/co,coffee/co-soda/s,111,true,true
9,P09: <s- c- t>,Event Inserter,close/!f-coffee/co,coffee/co-serveSoda/s,112,true,true
9,P09: <s- c- t>,Event Inserter,close/!f-coffee/co,coffee/co-pay/!f,113,true,true
9,P09: <s- c- t>,Event Inserter,close/!f-coffee/co,coffee/co-cancel/c,114,true,true
9,P09: <s- c- t>,Event Inserter,close/!f-coffee/co,coffee/co-return/c,115,true,true
9,P09: <s- c- t>,Event Inserter,close/!f-coffee/co,coffee/co-serveTea/t,116,true,true
9,P09: <s- c- t>,Event Inserter,close/!f-coffee/co,coffee/co-change/!f,117,true,true
9,P09: <s- c- t>,Event Inserter,close/!f-coffee/co,coffee/co-tea/t,118,true,true
9,P09: <s- c- t>,Event Inserter,close/!f-coffee/co,coffee/co-open/!f,119,true,true
9,P09: <s- c- t>,Event Inserter,close/!f-coffee/co,coffee/co-take/!f,120,true,true
9,P09: <s- c- t>,Event Inserter,close/!f-coffee/co,coffee/co-close/!f,121,true,true
10,P10: <s- t>,Event Inserter,soda/s-coffee/co,coffee/co-soda/s,1,true,true
10,P10: <s- t>,Event Inserter,soda/s-coffee/co,coffee/co-serveSoda/s,2,true,true
10,P10: <s- t>,Event Inserter,soda/s-coffee/co,coffee/co-pay/!f,3,true,true
10,P10: <s- t>,Event Inserter,soda/s-coffee/co,coffee/co-serveTea/t,4,true,true
10,P10: <s- t>,Event Inserter,soda/s-coffee/co,coffee/co-change/!f,5,true,true
10,P10: <s- t>,Event Inserter,soda/s-coffee/co,coffee/co-tea/t,6,true,true
10,P10: <s- t>,Event Inserter,soda/s-coffee/co,coffee/co-open/!f,7,true,true
10,P10: <s- t>,Event Inserter,soda/s-coffee/co,coffee/co-take/!f,8,true,true
10,P10: <s- t>,Event Inserter,soda/s-coffee/co,coffee/co-close/!f,9,true,true
10,P10: <s- t>,Event Inserter,serveSoda/s-coffee/co,coffee/co-soda/s,10,true,true
10,P10: <s- t>,Event Inserter,serveSoda/s-coffee/co,coffee/co-serveSoda/s,11,true,true
10,P10: <s- t>,Event Inserter,serveSoda/s-coffee/co,coffee/co-pay/!f,12,true,true
10,P10: <s- t>,Event Inserter,serveSoda/s-coffee/co,coffee/co-serveTea/t,13,true,true
10,P10: <s- t>,Event Inserter,serveSoda/s-coffee/co,coffee/co-change/!f,14,true,true
10,P10: <s- t>,Event Inserter,serveSoda/s-coffee/co,coffee/co-tea/t,15,true,true
10,P10: <s- t>,Event Inserter,serveSoda/s-coffee/co,coffee/co-open/!f,16,true,true
10,P10: <s- t>,Event Inserter,serveSoda/s-coffee/co,coffee/co-take/!f,17,true,true
10,P10: <s- t>,Event Inserter,serveSoda/s-coffee/co,coffee/co-close/!f,18,true,true
10,P10: <s- t>,Event Inserter,pay/!f-coffee/co,coffee/co-soda/s,19,true,true
10,P10: <s- t>,Event Inserter,pay/!f-coffee/co,coffee/co-serveSoda/s,20,true,true
10,P10: <s- t>,Event Inserter,pay/!f-coffee/co,coffee/co-pay/!f,21,true,true
10,P10: <s- t>,Event Inserter,pay/!f-coffee/co,coffee/co-serveTea/t,22,true,true
10,P10: <s- t>,Event Inserter,pay/!f-coffee/co,coffee/co-change/!f,23,true,true
10,P10: <s- t>,Event Inserter,pay/!f-coffee/co,coffee/co-tea/t,24,true,true
10,P10: <s- t>,Event Inserter,pay/!f-coffee/co,coffee/co-open/!f,25,true,true
10,P10: <s- t>,Event Inserter,pay/!f-coffee/co,coffee/co-take/!f,26,true,true
10,P10: <s- t>,Event Inserter,pay/!f-coffee/co,coffee/co-close/!f,27,true,true
10,P10: <s- t>,Event Inserter,serveTea/t-coffee/co,coffee/co-soda/s,28,true,true
10,P10: <s- t>,Event Inserter,serveTea/t-coffee/co,coffee/co-serveSoda/s,29,true,true
10,P10: <s- t>,Event Inserter,serveTea/t-coffee/co,coffee/co-pay/!f,30,true,true
10,P10: <s- t>,Event Inserter,serveTea/t-coffee/co,coffee/co-serveTea/t,31,true,true
10,P10: <s- t>,Event Inserter,serveTea/t-coffee/co,coffee/co-change/!f,32,true,true
10,P10: <s- t>,Event Inserter,serveTea/t-coffee/co,coffee/co-tea/t,33,true,true
10,P10: <s- t>,Event Inserter,serveTea/t-coffee/co,coffee/co-open/!f,34,true,true
10,P10: <s- t>,Event Inserter,serveTea/t-coffee/co,coffee/co-take/!f,35,true,true
10,P10: <s- t>,Event Inserter,serveTea/t-coffee/co,coffee/co-close/!f,36,true,true
10,P10: <s- t>,Event Inserter,change/!f-coffee/co,coffee/co-soda/s,37,true,true
10,P10: <s- t>,Event Inserter,change/!f-coffee/co,coffee/co-serveSoda/s,38,true,true
10,P10: <s- t>,Event Inserter,change/!f-coffee/co,coffee/co-pay/!f,39,true,true
10,P10: <s- t>,Event Inserter,change/!f-coffee/co,coffee/co-serveTea/t,40,true,true
10,P10: <s- t>,Event Inserter,change/!f-coffee/co,coffee/co-change/!f,41,true,true
10,P10: <s- t>,Event Inserter,change/!f-coffee/co,coffee/co-tea/t,42,true,true
10,P10: <s- t>,Event Inserter,change/!f-coffee/co,coffee/co-open/!f,43,true,true
10,P10: <s- t>,Event Inserter,change/!f-coffee/co,coffee/co-take/!f,44,true,true
10,P10: <s- t>,Event Inserter,change/!f-coffee/co,coffee/co-close/!f,45,true,true
10,P10: <s- t>,Event Inserter,tea/t-coffee/co,coffee/co-soda/s,46,true,true
10,P10: <s- t>,Event Inserter,tea/t-coffee/co,coffee/co-serveSoda/s,47,true,true
10,P10: <s- t>,Event Inserter,tea/t-coffee/co,coffee/co-pay/!f,48,true,true
10,P10: <s- t>,Event Inserter,tea/t-coffee/co,coffee/co-serveTea/t,49,true,true
10,P10: <s- t>,Event Inserter,tea/t-coffee/co,coffee/co-change/!f,50,true,true
10,P10: <s- t>,Event Inserter,tea/t-coffee/co,coffee/co-tea/t,51,true,true
10,P10: <s- t>,Event Inserter,tea/t-coffee/co,coffee/co-open/!f,52,true,true
10,P10: <s- t>,Event Inserter,tea/t-coffee/co,coffee/co-take/!f,53,true,true
10,P10: <s- t>,Event Inserter,tea/t-coffee/co,coffee/co-close/!f,54,true,true
10,P10: <s- t>,Event Inserter,open/!f-coffee/co,coffee/co-soda/s,55,true,true
10,P10: <s- t>,Event Inserter,open/!f-coffee/co,coffee/co-serveSoda/s,56,true,true
10,P10: <s- t>,Event Inserter,open/!f-coffee/co,coffee/co-pay/!f,57,true,true
10,P10: <s- t>,Event Inserter,open/!f-coffee/co,coffee/co-serveTea/t,58,true,true
10,P10: <s- t>,Event Inserter,open/!f-coffee/co,coffee/co-change/!f,59,true,true
10,P10: <s- t>,Event Inserter,open/!f-coffee/co,coffee/co-tea/t,60,true,true
10,P10: <s- t>,Event Inserter,open/!f-coffee/co,coffee/co-open/!f,61,true,true
10,P10: <s- t>,Event Inserter,open/!f-coffee/co,coffee/co-take/!f,62,true,true
10,P10: <s- t>,Event Inserter,open/!f-coffee/co,coffee/co-close/!f,63,true,true
10,P10: <s- t>,Event Inserter,take/!f-coffee/co,coffee/co-soda/s,64,true,true
10,P10: <s- t>,Event Inserter,take/!f-coffee/co,coffee/co-serveSoda/s,65,true,true
10,P10: <s- t>,Event Inserter,take/!f-coffee/co,coffee/co-pay/!f,66,true,true
10,P10: <s- t>,Event Inserter,take/!f-coffee/co,coffee/co-serveTea/t,67,true,true
10,P10: <s- t>,Event Inserter,take/!f-coffee/co,coffee/co-change/!f,68,true,true
10,P10: <s- t>,Event Inserter,take/!f-coffee/co,coffee/co-tea/t,69,true,true
10,P10: <s- t>,Event Inserter,take/!f-coffee/co,coffee/co-open/!f,70,true,true
10,P10: <s- t>,Event Inserter,take/!f-coffee/co,coffee/co-take/!f,71,true,true
10,P10: <s- t>,Event Inserter,take/!f-coffee/co,coffee/co-close/!f,72,true,true
10,P10: <s- t>,Event Inserter,close/!f-coffee/co,coffee/co-soda/s,73,true,true
10,P10: <s- t>,Event Inserter,close/!f-coffee/co,coffee/co-serveSoda/s,74,true,true
10,P10: <s- t>,Event Inserter,close/!f-coffee/co,coffee/co-pay/!f,75,true,true
10,P10: <s- t>,Event Inserter,close/!f-coffee/co,coffee/co-serveTea/t,76,true,true
10,P10: <s- t>,Event Inserter,close/!f-coffee/co,coffee/co-change/!f,77,true,true
10,P10: <s- t>,Event Inserter,close/!f-coffee/co,coffee/co-tea/t,78,true,true
10,P10: <s- t>,Event Inserter,close/!f-coffee/co,coffee/co-open/!f,79,true,true
10,P10: <s- t>,Event Inserter,close/!f-coffee/co,coffee/co-take/!f,80,true,true
10,P10: <s- t>,Event Inserter,close/!f-coffee/co,coffee/co-close/!f,81,true,true
11,P11: <s- f- t>,Event Inserter,soda/s-coffee/co,coffee/co-soda/s,1,true,true
11,P11: <s- f- t>,Event Inserter,soda/s-coffee/co,coffee/co-serveSoda/s,2,true,true
11,P11: <s- f- t>,Event Inserter,soda/s-coffee/co,coffee/co-serveTea/t,3,true,true
11,P11: <s- f- t>,Event Inserter,soda/s-coffee/co,coffee/co-free/f,4,true,true
11,P11: <s- f- t>,Event Inserter,soda/s-coffee/co,coffee/co-tea/t,5,true,true
11,P11: <s- f- t>,Event Inserter,soda/s-coffee/co,coffee/co-take/f,6,true,true
11,P11: <s- f- t>,Event Inserter,serveSoda/s-coffee/co,coffee/co-soda/s,7,true,true
11,P11: <s- f- t>,Event Inserter,serveSoda/s-coffee/co,coffee/co-serveSoda/s,8,true,true
11,P11: <s- f- t>,Event Inserter,serveSoda/s-coffee/co,coffee/co-serveTea/t,9,true,true
11,P11: <s- f- t>,Event Inserter,serveSoda/s-coffee/co,coffee/co-free/f,10,true,true
11,P11: <s- f- t>,Event Inserter,serveSoda/s-coffee/co,coffee/co-tea/t,11,true,true
11,P11: <s- f- t>,Event Inserter,serveSoda/s-coffee/co,coffee/co-take/f,12,true,true
11,P11: <s- f- t>,Event Inserter,serveTea/t-coffee/co,coffee/co-soda/s,13,true,true
11,P11: <s- f- t>,Event Inserter,serveTea/t-coffee/co,coffee/co-serveSoda/s,14,true,true
11,P11: <s- f- t>,Event Inserter,serveTea/t-coffee/co,coffee/co-serveTea/t,15,true,true
11,P11: <s- f- t>,Event Inserter,serveTea/t-coffee/co,coffee/co-free/f,16,true,true
11,P11: <s- f- t>,Event Inserter,serveTea/t-coffee/co,coffee/co-tea/t,17,true,true
11,P11: <s- f- t>,Event Inserter,serveTea/t-coffee/co,coffee/co-take/f,18,true,true
11,P11: <s- f- t>,Event Inserter,free/f-coffee/co,coffee/co-soda/s,19,true,true
11,P11: <s- f- t>,Event Inserter,free/f-coffee/co,coffee/co-serveSoda/s,20,true,true
11,P11: <s- f- t>,Event Inserter,free/f-coffee/co,coffee/co-serveTea/t,21,true,true
11,P11: <s- f- t>,Event Inserter,free/f-coffee/co,coffee/co-free/f,22,true,true
